author,search,title
"soc_monitor","index=* sourcetype=""nginx:plus:access"" source=""/var/log/audit/log/*access.log*"" ((uri_path=""*/template/aui/text-inline.vm*"" OR URL=""*/template/aui/text-inline.vm*"") Method=POST) NOT (client_ip=""10.14.131.3"")
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""High""  
|  stats values(client_ip) as client_ip, values(src_ip) as src_ip , values(dest_ip) as dest_ip , values(dest_port) as dest_port , values(http_referrer) as http_referrer , values(http_user_agent) as http_user_agent , values(http_x_forwarded_for) as http_x_forwarded_for , values(http_x_header) as http_x_header , values(Method) as Method , values(server) as Attack_Server , values(Status_Code) as Status_Code , values(uri_path) as uri_path , values(uri_query) as uri_query , values(URL) as URL , values(user) as user, values(Agent) as Agent count by Alert_Severity Time vendor_product
|  fillnull value=N/A client_ip src_ip dest_ip dest_port http_referrer http_user_agent http_x_forwarded_for http_x_header Method Attack_Server Status_Code uri_path uri_query URL user Agent","FPT - CVE-2023-22527 RCE using SSTI in Confluence"
"soc_monitor","index=* sourcetype=""nginx:plus:access"" source=""/var/log/audit/log/*access.log*"" (uri_path=""*/admin/plugins/newcode/addlanguage.action*"" OR URL=""*/admin/plugins/newcode/addlanguage.action*"")
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""High""  
|  stats values(client_ip) as client_ip, values(src_ip) as src_ip , values(dest_ip) as dest_ip , values(dest_port) as dest_port , values(http_referrer) as http_referrer , values(http_user_agent) as http_user_agent , values(http_x_forwarded_for) as http_x_forwarded_for , values(http_x_header) as http_x_header , values(Method) as Method , values(server) as Attack_Server , values(Status_Code) as Status_Code , values(uri_path) as uri_path , values(uri_query) as uri_query , values(URL) as URL , values(user) as user, values(Agent) as Agent count by Alert_Severity Time vendor_product
|  fillnull value=N/A client_ip src_ip dest_ip dest_port http_referrer http_user_agent http_x_forwarded_for http_x_header Method Attack_Server Status_Code uri_path uri_query URL user Agent","FPT - CVE-2024-21683 RCE in Confluence Data Center and Server"
admin,"index=cyble_alerts source=""Alerts://Cyble_alerts""
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time
| stats values(severity) as Alert_Severity, values(status) as Status, values(keyword_name) as Keyword_Name, values(service_name) as Service_Name, values(ip{}) as IP_Address count by Time title
| rename title as Cyble_Alert_Title","FPT - Cyble Security Alerts"
admin,"index=* sourcetype=*eset* event_type=FilteredWebsites_Event NOT *chrome.exe* NOT *msedge.exe* NOT *Ultraviewer* NOT *Skype.exe* NOT *brave.exe* NOT *coccoc* NOT *firefox.exe* NOT *UrbanVPN* NOT *Hola* NOT *opera* NOT *BigNoxVM* NOT ""*popcorn time*"" NOT ""*FormatFactory*"" NOT *pinaview* rule_id!=""Blocked by PUA blacklist"" rule_id!=""Website certificate revoked""
|  bucket _time span=7d
|  convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time
| eval Alert_Severity=""High""
|  stats earliest(""occured"") as Start_Time latest(""occured"") as End_Time values(processname) as Process_Name, values(object_uri) as object_uri, values(target_address) as target_address, values(hostname) as hostname, values(event) as event, values(rule_id) as rule_id, values(action_taken) as action_taken count by Alert_Severity Time ipv4
|  sort - count
|  where count > 10","FPT - Detect Malicious Websites By AV HIPS Last 7 Days"
admin,"index=* sourcetype=*eset* event_type=FirewallAggregated_Event threat_name!=""*RDP*""
|  bucket _time span=1d
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time
| eval Alert_Severity=""High""
|  stats earliest(""occured"") as Start_Time latest(""occured"") as End_Time values(target_address) as target_address, values(hostname) as hostname, values(target_port) as target_port, values(protocol) as protocol, values(event) as event, values(threat_name) as threat_name, values(action) as action count by Alert_Severity Time source_address
|  eval target_port=mvindex(target_port,0,9)
|  eval target_address=mvindex(target_address,0,9)
|  rename hostname as ""target_hostname""
|  sort - count
|  where count > 150","FPT - Detect Network Attacks By AV HIPS Last 7 Days"
admin,"index=* sourcetype=*eset* event_type=FirewallAggregated_Event threat_name=""*RDP*""
|  bucket _time span=1d
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time
| eval Alert_Severity=""High""
|  stats earliest(""occured"") as Start_Time latest(""occured"") as End_Time values(target_address) as target_address, values(hostname) as hostname, values(target_port) as target_port, values(protocol) as protocol, values(event) as event, values(threat_name) as threat_name, values(action) as action count by Alert_Severity Time source_address
|  rename hostname as ""target_hostname""
|  sort - count
|  where count > 100","FPT - Detect RDP BruteForce By AV HIPS Last 7 Days"
admin,"index=* (sourcetype=cp_log OR sourcetype=forti*) dst_domain_name=*
| search [| inputlookup maltrail_malware_domain.csv]
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""High""  
| stats values(dest_ip) as Dest_IP values(dst_domain_name) as Dst_Domain_Name values(action) as Action values(sourcetype) as ""Source Type"" count by Alert_Severity Time src_ip","FPT - Detect Request Malicious Domain"
admin,"index=* sourcetype=*eset* event_type=Threat_Event threat_type!=""Potentially unwanted application"" NOT *chrome.exe* NOT *msedge.exe* NOT *Ultraviewer* NOT *Skype.exe* NOT *brave.exe* NOT *coccoc* NOT *firefox.exe* NOT *UrbanVPN* NOT *Hola* NOT *opera* NOT *BigNoxVM* NOT ""*popcorn time*"" NOT ""*FormatFactory*"" NOT *pinaview*
|  bucket _time span=7d
| eval Alert_Severity=""Low""
|  stats earliest(""occured"") as Start_Time latest(""occured"") as End_Time values(object_type) as object_type values(object_uri) as object_uri_(limit_show_10_lines), values(hash) as hash_(limit_show_10_lines), values(engine_version) as engine_version values(target_address) as target_address values(hostname) as hostname values(target_port) as target_port values(protocol) as protocol values(event) as event values(threat_name) as threat_name_(limit_show_10_lines) values(action_taken) as action_taken values(severity) as severity values(scanner_id) as scanner_id values(need_restart) as need_restart count by Alert_Severity ipv4 _time
| eval ""object_uri_(limit_show_10_lines)""=mvindex('object_uri_(limit_show_10_lines)',0,9)
| eval ""hash_(limit_show_10_lines)""=mvindex('hash_(limit_show_10_lines)',0,9)
| eval ""threat_name_(limit_show_10_lines)""=mvindex('threat_name_(limit_show_10_lines)',0,9)
| sort - count
| where count > 100","FPT - Detect Threat Events By AV HIPS Last 7 Days"
admin,"index=netdns AND sourcetype=MSAD:NT6:DNS questionname=* direction=Snd (src_ip=""10.0.0.0/8"" OR src_ip=""172.16.0.0/12"" OR src_ip=""192.168.0.0/16"") 
NOT (src_ip=1.1.1.1 OR src_ip=8.8.8.8 OR src_ip=10.15.30.254 OR src_ip=10.15.16.68 OR src_ip=10.15.16.65 OR src_ip=10.15.16.65 OR src_ip=10.15.16.69 OR src_ip=10.15.16.70 OR src_ip=10.1.1.13 OR src_ip=10.1.1.54 OR src_ip=10.1.1.51)
| eval questionname=replace(questionname,""(\(\d+)\)"",""."") 
| eval questionname=replace(questionname,""^."","""") 
| eval questionname=replace(questionname,"".$"","""")
| search (questionname = ""*monerohash.com"" OR questionname = ""*do-dear.com"" OR questionname = ""*xmrminerpro.com"" OR questionname = ""*secumine.net"" OR questionname = ""*xmrpool.com"" OR questionname = ""*minexmr.org"" OR questionname = ""*hashanywhere.com"" OR questionname = ""*xmrget.com"" OR questionname = ""*mininglottery.eu"" OR questionname = ""*minergate.com"" OR questionname = ""*moriaxmr.com"" OR questionname = ""*multipooler.com"" OR questionname = ""*moneropools.com"" OR questionname = ""*xmrpool.eu"" OR questionname = ""*coolmining.club"" OR questionname = ""*supportxmr.com"" OR questionname = ""*minexmr.com"" OR questionname = ""*hashvault.pro"" OR questionname = ""*xmrpool.net"" OR questionname = ""*crypto-pool.fr"" OR questionname = ""*xmr.pt"" OR questionname = ""*miner.rocks"" OR questionname = ""*walpool.com"" OR questionname = ""*herominers.com"" OR questionname = ""*gntl.co.uk"" OR questionname = ""*semipool.com"" OR questionname = ""*coinfoundry.org"" OR questionname = ""*cryptoknight.cc"" OR questionname = ""*fairhash.org"" OR questionname = ""*baikalmine.com"" OR questionname = ""*tubepool.xyz"" OR questionname = ""*fairpool.xyz"" OR questionname = ""*asiapool.io"" OR questionname = ""*coinpoolit.webhop.me"" OR questionname = ""*nanopool.org"" OR questionname = ""*moneropool.com"" OR questionname = ""*miner.center"" OR questionname = ""*prohash.net"" OR questionname = ""*poolto.be"" OR questionname = ""*cryptoescrow.eu"" OR questionname = ""*monerominers.net"" OR questionname = ""*cryptonotepool.org"" OR questionname = ""*extrmepool.org"" OR questionname = ""*webcoin.me"" OR questionname = ""*kippo.eu"" OR questionname = ""*hashinvest.ws"" OR questionname = ""*monero.farm"" OR questionname = ""*linux-repository-updates.com"" OR questionname = ""*1gh.com"" OR questionname = ""*dwarfpool.com"" OR questionname = ""*hash-to-coins.com"" OR questionname = ""*pool-proxy.com"" OR questionname = ""*hashfor.cash"" OR questionname = ""*fairpool.cloud"" OR questionname = ""*litecoinpool.org"" OR questionname = ""*mineshaft.ml"" OR questionname = ""*abcxyz.stream"" OR questionname = ""*moneropool.ru"" OR questionname = ""*cryptonotepool.org.uk"" OR questionname = ""*extremepool.org"" OR questionname = ""*extremehash.com"" OR questionname = ""*hashinvest.net"" OR questionname = ""*unipool.pro"" OR questionname = ""*crypto-pools.org"" OR questionname = ""*monero.net"" OR questionname = ""*backup-pool.com"" OR questionname = ""*mooo.com"" OR questionname = ""*freeyy.me"" OR questionname = ""*cryptonight.net"" OR questionname = ""*shscrypto.net"")
| convert timeformat=""%m/%d/%Y %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""Critical""
| stats values(questionname) as Domain_Name values(action) as Action count by Alert_Severity src_ip","FPT - DNS Events Related To Mining Pools"
admin,"index=netdns AND sourcetype=MSAD:NT6:DNS questionname=* direction=Snd (src_ip=""10.0.0.0/8"" OR src_ip=""172.16.0.0/12"" OR src_ip=""192.168.0.0/16"") 
NOT (src_ip=8.8.8.8 OR src_ip=10.15.30.254 OR src_ip=10.15.16.68 OR src_ip=10.15.16.65 OR src_ip=10.15.16.69 OR src_ip=10.1.1.13 OR src_ip=10.1.1.54 OR src_ip=10.1.1.51 OR src_ip=10.15.16.70 OR src_ip=1.1.1.1 OR src=10.225.6.52 OR src=10.14.132.16 OR src=10.15.6.11 OR questionname=""polling.oastify.com"")
| eval questionname=replace(questionname,""(\(\d+)\)"",""."") 
| eval questionname=replace(questionname,""^."","""") 
| eval questionname=replace(questionname,"".$"","""")
| search (questionname = ""*.interact.sh"" OR questionname = ""*.oast.pro"" OR questionname = ""*.oast.live"" OR questionname = ""*.oast.site"" OR questionname = ""*.oast.online"" OR questionname = ""*.oast.fun"" OR questionname = ""*.oast.me"" OR questionname = ""*.burpcollaborator.net"" OR questionname = ""*.oastify.com"" OR questionname = ""*.canarytokens.com"" OR questionname = ""*.requestbin.net"" OR questionname = ""*.dnslog.cn"")
| convert timeformat=""%m/%d/%Y %H:%M:%S"" ctime(_time) AS Time
| eval Alert_Severity=""Medium""
| stats values(questionname) as Domain_Name values(action) as Action earliest(Time) as Start_Time latest(Time) as End_Time count by Alert_Severity src_ip","FPT - DNS Query to External Service Interaction Domains"
admin,"index=netdns AND sourcetype=MSAD:NT6:DNS questionname=* direction=Snd (src_ip=""10.0.0.0/8"" OR src_ip=""172.16.0.0/12"" OR src_ip=""192.168.0.0/16"") 
NOT (src_ip=8.8.8.8 OR src_ip=10.15.30.254 OR src_ip=10.15.16.68 OR src_ip=10.15.16.65 OR src_ip=10.15.16.69 OR src_ip=10.15.16.70 OR src_ip=10.1.1.13 OR src_ip=10.1.1.54 OR src_ip=10.1.1.51 OR src_ip=1.1.1.1)
| eval questionname=replace(questionname,""(\(\d+)\)"",""."") 
| eval questionname=replace(questionname,""^."","""") 
| eval questionname=replace(questionname,"".$"","""")
| search (questionname = ""*.onion"")
NOT questionname = ""google.com.onion""
| convert timeformat=""%m/%d/%Y %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""High"" 
| stats values(questionname) as Domain_Name values(action) as Action count by Alert_Severity Time src_ip","FPT - DNS Query Tor .Onion Address"
admin,"index=netdns AND sourcetype=MSAD:NT6:DNS questionname=* direction=Snd (src_ip=""10.0.0.0/8"" OR src_ip=""172.16.0.0/12"" OR src_ip=""192.168.0.0/16"") 
NOT (src_ip=8.8.8.8 OR src_ip=10.15.30.254 OR src_ip=10.15.16.68 OR src_ip=10.15.16.69 OR src_ip=10.1.1.13 OR src_ip=10.1.1.54 OR src_ip=10.1.1.51)
| eval questionname=replace(questionname,""(\(\d+)\)"",""."") 
| eval questionname=replace(questionname,""^."","""") 
| eval questionname=replace(questionname,"".$"","""")
| search (questionname = ""tor2web.org"" OR questionname = ""tor2web.com"" OR questionname = ""torlink.co"" OR questionname = ""onion.to"" OR questionname = ""onion.ink"" OR questionname = ""onion.cab"" OR questionname = ""onion.nu"" OR questionname = ""onion.link"" OR questionname = ""onion.it"" OR questionname = ""onion.city"" OR questionname = ""onion.direct"" OR questionname = ""onion.top"" OR questionname = ""onion.casa"" OR questionname = ""onion.plus"" OR questionname = ""onion.rip"" OR questionname = ""onion.dog"" OR questionname = ""tor2web.fi"" OR questionname = ""tor2web.blutmagie.de"" OR questionname = ""onion.sh"" OR questionname = ""onion.lu"" OR questionname = ""onion.pet"" OR questionname = ""t2w.pw"" OR questionname = ""tor2web.ae.org"" OR questionname = ""tor2web.io"" OR questionname = ""tor2web.xyz"" OR questionname = ""onion.lt"" OR questionname = ""s1.tor-gateways.de"" OR questionname = ""s2.tor-gateways.de"" OR questionname = ""s3.tor-gateways.de"" OR questionname = ""s4.tor-gateways.de"" OR questionname = ""s5.tor-gateways.de"" OR questionname = ""hiddenservice.net"")
| convert timeformat=""%m/%d/%Y %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""High"" 
| stats values(questionname) as Domain_Name values(action) as Action count by Alert_Severity Time src_ip","FPT - DNS TOR Proxies"
"soc_monitor","index=* sourcetype=""nginx:plus:access"" source=""/var/log/audit/log/*access.log*"" (http_user_agent="""" OR Agent="""")
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time
| eval Alert_Severity=""Medium""
|  stats values(client_ip) as client_ip, values(src_ip) as src_ip , values(dest_ip) as dest_ip , values(dest_port) as dest_port , values(http_referrer) as http_referrer , values(http_user_agent) as http_user_agent , values(http_x_forwarded_for) as http_x_forwarded_for , values(http_x_header) as http_x_header , values(Method) as Method , values(server) as Attack_Server , values(Status_Code) as Status_Code , values(uri_path) as uri_path , values(uri_query) as uri_query , values(URL) as URL , values(user) as user, values(Agent) as Agent count by Alert_Severity Time vendor_product
|  fillnull value=N/A client_ip src_ip dest_ip dest_port http_referrer http_user_agent http_x_forwarded_for http_x_header Method Attack_Server Status_Code uri_path uri_query URL user Agent","FPT - Empty User Agent"
admin,"index=epav sourcetype=""eset:ra"" threat_name IN (""*Backdoor.Cobalt*"", ""*Brutel*"", ""*BruteR*"", ""*CobaltStr*"", ""*CobaltStrike*"", ""*COBEACON*"", ""*Cometer*"", ""*Exploit.Script.CVE*"", ""*IISExchgSpawnCMD*"", ""*Metasploit*"", ""*Meterpreter*"", ""*MeteTool*"", ""*Mpreter*"", ""*MsfShell*"", ""*PowerSploit*"", ""*Razy*"", ""*Rozena*"", ""*Sbelt*"", ""*Seatbelt*"", ""*Sliver*"", ""*Swrort*"")
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""High""
| stats values(index) as Index,values(action) as Action, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(file_name) as file_name, values(file_path) as file_path, values(file_hash) as file_hash, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(threat_name) as threat_name, values(user) as user count by Alert_Severity Time ipv4
| fillnull value=N/A AV_Action_Taken file_name file_path file_hash Process_Name user","FPT - ESET - Antivirus Exploitation Framework Detection"
admin,"index=epav sourcetype=""eset:ra"" threat_name IN (""ATK/*"", ""Exploit.Script.CVE*"", ""HKTL*"", ""HTOOL*"", ""PWS.*"", ""PWSX*"", ""SecurityTool*"") OR Signature IN (""*Adfind*"", ""*Brutel*"", ""*BruteR*"", ""*Cobalt*"", ""*COBEACON*"", ""*Cometer*"", ""*DumpCreds*"", ""*FastReverseProxy*"", ""*Hacktool*"", ""*Havoc*"", ""*Impacket*"", ""*Keylogger*"", ""*Koadic*"", ""*Mimikatz*"", ""*Nighthawk*"", ""*PentestPowerShell*"", ""*Potato*"", ""*PowerSploit*"", ""*PowerSSH*"", ""*PshlSpy*"", ""*PSWTool*"", ""*PWCrack*"", ""*PWDump*"", ""*Rozena*"", ""*Rusthound*"", ""*Sbelt*"", ""*Seatbelt*"", ""*SecurityTool*"", ""*SharpDump*"", ""*SharpHound*"", ""*Shellcode*"", ""*Sliver*"", ""*Snaffler*"", ""*SOAPHound*"", ""*Splinter*"", ""*Swrort*"", ""*TurtleLoader*"")
(ipv4=10.86.224.24 OR ipv4=10.14.190.28 OR ipv4=10.14.141.117 OR ipv4=10.14.141.121 OR ipv4=10.86.224.21 OR ipv4=10.86.224.22 OR ipv4=10.86.222.52)
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""High""
| stats values(index) as Index,values(action) as Action, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(file_name) as file_name, values(file_path) as file_path, values(file_hash) as file_hash, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(threat_name) as threat_name, values(user) as user count by Alert_Severity Time ipv4
| fillnull value=N/A AV_Action_Taken file_name file_path file_hash Process_Name user","FPT - ESET - Antivirus Hacktool Detected on AZINSU Servers"
admin,"index=epav sourcetype=""eset:ra"" threat_name=""PWS*"" OR threat_name IN  (""*Certify*"", ""*DCSync*"", ""*DumpCreds*"", ""*DumpLsass*"", ""*DumpPert*"", ""*HTool/WCE*"", ""*Kekeo*"", ""*Lazagne*"", ""*LsassDump*"", ""*Mimikatz*"", ""*MultiDump*"", ""*Nanodump*"", ""*NativeDump*"", ""*Outflank*"", ""*PShlSpy*"", ""*PSWTool*"", ""*PWCrack*"", ""*PWDump*"", ""*PWS.*"", ""*PWSX*"", ""*pypykatz*"", ""*Rubeus*"", ""*SafetyKatz*"", ""*SecurityTool*"", ""*SharpChrome*"", ""*SharpDPAPI*"", ""*SharpDump*"", ""*SharpKatz*"", ""*SharpS.*"", ""*ShpKatz*"", ""*TrickDump*"")
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""High""
| stats values(index) as Index,values(action) as Action, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(file_name) as file_name, values(file_path) as file_path, values(file_hash) as file_hash, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(threat_name) as threat_name, values(user) as user count by Alert_Severity Time ipv4
| fillnull value=N/A AV_Action_Taken file_name file_path file_hash Process_Name user","FPT - ESET - Antivirus Password Dumper Detection"
admin,"index=epav sourcetype=""eset:ra"" file_path IN (""*:\\PerfLogs\\*"", ""*:\\Temp\\*"", ""*:\\Users\\Default\\*"", ""*:\\Users\\Public\\*"", ""*:\\Windows\\*"", ""*/www/*"", ""*\\inetpub\\*"", ""*\\tsclient\\*"", ""*apache*"", ""*nginx*"", ""*tomcat*"", ""*weblogic*"") OR file_path IN (""*.asax"", ""*.ashx"", ""*.asmx"", ""*.asp"", ""*.aspx"", ""*.bat"", ""*.cfm"", ""*.cgi"", ""*.chm"", ""*.cmd"", ""*.dat"", ""*.ear"", ""*.gif"", ""*.hta"", ""*.jpeg"", ""*.jpg"", ""*.jsp"", ""*.jspx"", ""*.lnk"", ""*.msc"", ""*.php"", ""*.pl"", ""*.png"", ""*.ps1"", ""*.psm1"", ""*.py"", ""*.pyc"", ""*.rb"", ""*.scf"", ""*.sct"", ""*.sh"", ""*.svg"", ""*.txt"", ""*.vbe"", ""*.vbs"", ""*.war"", ""*.wll"", ""*.wsf"", ""*.wsh"", ""*.xll"", ""*.xml"")
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""High""
| stats values(index) as Index,values(action) as Action, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(file_name) as file_name_Limit_10_Lines, values(file_path) as file_path_Limit_10_Lines, values(file_hash) as file_hash_Limit_10_Lines, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(threat_name) as threat_name_Limit_10_Lines, values(user) as user count by Alert_Severity Time ipv4
| eval file_name_Limit_10_Lines=mvindex(file_name_Limit_10_Lines,0,9)
| eval file_path_Limit_10_Lines=mvindex(file_path_Limit_10_Lines,0,9)
| eval file_hash_Limit_10_Lines=mvindex(file_hash_Limit_10_Lines,0,9)
| eval threat_name_Limit_10_Lines=mvindex(threat_name_Limit_10_Lines,0,9)
| fillnull value=N/A AV_Action_Taken Process_Name user","FPT - ESET - Antivirus Relevant File Paths Alerts"
admin,"index=epav sourcetype=""eset:ra"" file_path IN (""*:\\PerfLogs\\*"", ""*:\\Temp\\*"", ""*:\\Users\\Default\\*"", ""*:\\Users\\Public\\*"", ""*:\\Windows\\*"", ""*/www/*"", ""*\\inetpub\\*"", ""*\\tsclient\\*"", ""*apache*"", ""*nginx*"", ""*tomcat*"", ""*weblogic*"") OR file_path IN (""*.asax"", ""*.ashx"", ""*.asmx"", ""*.asp"", ""*.aspx"", ""*.bat"", ""*.cfm"", ""*.cgi"", ""*.chm"", ""*.cmd"", ""*.dat"", ""*.ear"", ""*.gif"", ""*.hta"", ""*.jpeg"", ""*.jpg"", ""*.jsp"", ""*.jspx"", ""*.lnk"", ""*.msc"", ""*.php"", ""*.pl"", ""*.png"", ""*.ps1"", ""*.psm1"", ""*.py"", ""*.pyc"", ""*.rb"", ""*.scf"", ""*.sct"", ""*.sh"", ""*.svg"", ""*.txt"", ""*.vbe"", ""*.vbs"", ""*.war"", ""*.wll"", ""*.wsf"", ""*.wsh"", ""*.xll"", ""*.xml"")
(ipv4=10.86.224.24 OR ipv4=10.14.190.28 OR ipv4=10.14.141.117 OR ipv4=10.14.141.121 OR ipv4=10.86.224.21 OR ipv4=10.86.224.22 OR ipv4=10.86.222.52)
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""High""
| stats values(index) as Index,values(action) as Action, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(file_name) as file_name, values(file_path) as file_path, values(file_hash) as file_hash, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(threat_name) as threat_name, values(user) as user count by Alert_Severity Time ipv4
| fillnull value=N/A AV_Action_Taken file_name file_path file_hash Process_Name user","FPT - ESET - Antivirus Relevant File Paths Alerts on AZINSU Servers"
admin,"index=epav sourcetype=""eset:ra"" threat_name IN (""ASP.*"", ""IIS/BackDoor*"", ""JAVA/Backdoor*"", ""JSP.*"", ""Perl.*"", ""PHP.*"", ""Troj/ASP*"", ""Troj/JSP*"", ""Troj/PHP*"", ""VBS/Uxor*"") OR threat_name IN (""*ASP_*"", ""*ASP:*"", ""*ASP.Agent*"", ""*ASP/*"", ""*Aspdoor*"", ""*ASPXSpy*"", ""*Backdoor.ASP*"", ""*Backdoor.Java*"", ""*Backdoor.JSP*"", ""*Backdoor.PHP*"", ""*Backdoor.VBS*"", ""*Backdoor/ASP*"", ""*Backdoor/Java*"", ""*Backdoor/JSP*"", ""*Backdoor/PHP*"", ""*Backdoor/VBS*"", ""*C99shell*"", ""*Chopper*"", ""*filebrowser*"", ""*JSP_*"", ""*JSP:*"", ""*JSP.Agent*"", ""*JSP/*"", ""*Perl:*"", ""*Perl/*"", ""*PHP_*"", ""*PHP:*"", ""*PHP.Agent*"", ""*PHP/*"", ""*PHPShell*"", ""*PShlSpy*"", ""*SinoChoper*"", ""*Trojan.ASP*"", ""*Trojan.JSP*"", ""*Trojan.PHP*"", ""*Trojan.VBS*"", ""*VBS.Agent*"", ""*VBS/Agent*"", ""*Webshell*"")
(ipv4=10.86.224.24 OR ipv4=10.14.190.28 OR ipv4=10.14.141.117 OR ipv4=10.14.141.121 OR ipv4=10.86.224.21 OR ipv4=10.86.224.22 OR ipv4=10.86.222.52)
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""High""
| stats values(index) as Index,values(action) as Action, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(file_name) as file_name, values(file_path) as file_path, values(file_hash) as file_hash, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(threat_name) as threat_name, values(user) as user count by Alert_Severity Time ipv4
| fillnull value=N/A AV_Action_Taken file_name file_path file_hash Process_Name user","FPT - ESET - Antivirus Web Shell Detected on AZINSU Servers"
admin,"index=epav sourcetype=""eset:ra"" threat_name IN (""ASP.*"", ""IIS/BackDoor*"", ""JAVA/Backdoor*"", ""JSP.*"", ""Perl.*"", ""PHP.*"", ""Troj/ASP*"", ""Troj/JSP*"", ""Troj/PHP*"", ""VBS/Uxor*"") OR threat_name IN (""*ASP_*"", ""*ASP:*"", ""*ASP.Agent*"", ""*ASP/*"", ""*Aspdoor*"", ""*ASPXSpy*"", ""*Backdoor.ASP*"", ""*Backdoor.Java*"", ""*Backdoor.JSP*"", ""*Backdoor.PHP*"", ""*Backdoor.VBS*"", ""*Backdoor/ASP*"", ""*Backdoor/Java*"", ""*Backdoor/JSP*"", ""*Backdoor/PHP*"", ""*Backdoor/VBS*"", ""*C99shell*"", ""*Chopper*"", ""*filebrowser*"", ""*JSP_*"", ""*JSP:*"", ""*JSP.Agent*"", ""*JSP/*"", ""*Perl:*"", ""*Perl/*"", ""*PHP_*"", ""*PHP:*"", ""*PHP.Agent*"", ""*PHP/*"", ""*PHPShell*"", ""*PShlSpy*"", ""*SinoChoper*"", ""*Trojan.ASP*"", ""*Trojan.JSP*"", ""*Trojan.PHP*"", ""*Trojan.VBS*"", ""*VBS.Agent*"", ""*VBS/Agent*"", ""*Webshell*"")
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""High""
| stats values(index) as Index,values(action) as Action, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(file_name) as file_name, values(file_path) as file_path, values(file_hash) as file_hash, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(threat_name) as threat_name, values(user) as user count by Alert_Severity Time ipv4
| fillnull value=N/A AV_Action_Taken file_name file_path file_hash Process_Name user","FPT - ESET - Antivirus Web Shell Detection"
admin,"index=epav sourcetype=""eset:ra"" (severity=Fatal OR severity=Critical) 
(ipv4=10.86.224.24 OR ipv4=10.14.190.28 OR ipv4=10.14.141.117 OR ipv4=10.14.141.121 OR ipv4=10.86.224.21 OR ipv4=10.86.224.22 OR ipv4=10.86.222.52)
| bucket _time span=15m
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""High""
| stats values(index) as Index,values(action) as Action, values(action_taken) as AV_Action_Taken, values(group_name) as group_name, values(dest) as dest, values(file_name) as file_name, values(file_path) as file_path, values(file_hash) as file_hash, values(hostname) as hostname, values(os_name) as os_name, values(processname) as Process_Name, values(threat_name) as threat_name, values(user) as user count by Alert_Severity Time ipv4
| fillnull value=N/A AV_Action_Taken file_name file_path file_hash Process_Name user","FPT - ESET - Critical Severity Threat on AZINSU Servers"
